Joshua Project People Group Data

PeopleID3,ROG3,ROL3,ROL4,Language,LanguageDialect,LanguageRank,Speakers
22355,BR,por,0,Portuguese,Portuguese,S,
22355,BR,tri,0,Trio,Trio,P,
10461,BT,asm,0,Assamese,Assamese,P,2073
11478,BT,dka,0,Dakpakha,Dakpakha,P,
11478,BT,sgt,0,Brokpake,Brokpake,S,
11685,BT,tsj,0,Tshangla,Tshangla,P,69091
11698,BT,asm,0,Assamese,Assamese,P,
11698,BT,ben,0,Bengali,Bengali,S,
11698,BT,mgp,0,"Magar, Eastern","Magar, Eastern",S,
11698,BT,npi,0,Nepali,Nepali,S,
11924,BT,goe,0,Gongduk,Gongduk,P,2566
12601,BT,kjz,0,Bumthangkha,Bumthangkha,P,23577
12658,BT,xkf,0,Khengkha,Khengkha,P,36669
12878,BT,xkz,0,Kurtokha,Kurtokha,P,2204
13041,BT,lep,0,Lepcha,Lepcha,P,
13041,BT,npi,0,Nepali,Nepali,S,
13065,BT,ben,0,Bengali,Bengali,S,
13065,BT,lif,0,Limbu,Limbu,S,
13065,BT,npi,0,Nepali,Nepali,P,
13080,BT,loy,0,Lhowa,Lhowa,P,
13080,BT,npi,0,Nepali,Nepali,S,
13322,BT,new,0,Newar,Newar,S,
13322,BT,npi,0,Nepali,Nepali,P,
13867,BT,asm,0,Assamese,Assamese,S,
13867,BT,ben,0,Bengali,Bengali,S,
13867,BT,hin,0,Hindi,Hindi,S,
13867,BT,sck,0,Sadri,Sadri,S,
13867,BT,unr,0,Mundari,Mundari,P,
14210,BT,asm,0,Assamese,Assamese,S,
14210,BT,ben,0,Bengali,Bengali,S,
14210,BT,hin,0,Hindi,Hindi,S,
14210,BT,kru,0,Kurux,Kurux,P,
14210,BT,sck,0,Sadri,Sadri,S,
14513,BT,asm,0,Assamese,Assamese,S,
14513,BT,ben,0,Bengali,Bengali,S,
14513,BT,hin,0,Hindi,Hindi,S,
14513,BT,kdq,0,Koch,Koch,S,
14513,BT,kru,0,Kurux,Kurux,S,
14513,BT,rkt,0,Rangpuri,Rangpuri,P,
14513,BT,unr,0,Mundari,Mundari,S,
14743,BT,asm,0,Assamese,Assamese,S,
14743,BT,ben,0,Bengali,Bengali,S,
14743,BT,kru,0,Kurux,Kurux,S,
14743,BT,sat,0,Santhali,Santhali,P,
14743,BT,sck,0,Sadri,Sadri,S,
14743,BT,srb,0,Sora,Sora,S,
14906,BT,npi,0,Nepali,Nepali,S,
14906,BT,xsr,0,Sherpa,Sherpa,P,
15366,BT,gvr,0,Gurung,Gurung,S,
15366,BT,npi,0,Nepali,Nepali,P,
15468,BT,bod,0,"Tibetan, Central","Tibetan, Central",P,4740
16318,BT,asm,0,Assamese,Assamese,P,
16318,BT,ben,0,Bengali,Bengali,S,
16318,BT,eng,0,English,English,S,
16318,BT,hin,0,Hindi,Hindi,S,
16318,BT,npi,0,Nepali,Nepali,S,
16318,BT,rwr,0,"Marwari (India)","Marwari (India)",S,
16450,BT,bod,0,"Tibetan, Central","Tibetan, Central",S,
16450,BT,lep,0,Lepcha,Lepcha,S,
16450,BT,npi,0,Nepali,Nepali,S,
16450,BT,sip,0,Sikkimese,Sikkimese,P,
16450,BT,xsr,0,Sherpa,Sherpa,S,
16492,BT,asm,0,Assamese,Assamese,S,
16492,BT,ben,0,Bengali,Bengali,S,
16492,BT,brx,0,"Boro (India)","Boro (India)",P,
16521,BT,asm,0,Assamese,Assamese,P,
16521,BT,ben,0,Bengali,Bengali,S,
16521,BT,hin,0,Hindi,Hindi,S,
16521,BT,npi,0,Nepali,Nepali,S,
16524,BT,bro,0,Brokkat,Brokkat,S,
16524,BT,sgt,0,Brokpake,Brokpake,P,
16589,BT,npi,0,Nepali,Nepali,P,4428
16664,BT,npi,0,Nepali,Nepali,P,1992
16745,BT,dzo,0,Dzongkha,Dzongkha,P,227458
17148,BT,asm,0,Assamese,Assamese,P,
17148,BT,ben,0,Bengali,Bengali,S,
17148,BT,hin,0,Hindi,Hindi,S,
17148,BT,npi,0,Nepali,Nepali,S,
17159,BT,ben,0,Bengali,Bengali,P,
17159,BT,hin,0,Hindi,Hindi,S,
17159,BT,npi,0,Nepali,Nepali,S,
17207,BT,tsj,0,Tshangla,Tshangla,P,1107
17296,BT,asm,0,Assamese,Assamese,P,
17296,BT,brx,0,"Boro (India)","Boro (India)",S,
17648,BT,sgt,0,Brokpake,Brokpake,S,
17648,BT,tsj,0,Tshangla,Tshangla,P,
17756,BT,asm,0,Assamese,Assamese,S,
17756,BT,ben,0,Bengali,Bengali,P,
17756,BT,hin,0,Hindi,Hindi,S,
17922,BT,asm,0,Assamese,Assamese,P,
17922,BT,ben,0,Bengali,Bengali,S,
17922,BT,hin,0,Hindi,Hindi,S,
17922,BT,rah,0,Rabha,Rabha,S,
17925,BT,asm,0,Assamese,Assamese,P,
17925,BT,bap,0,Bantawa,Bantawa,S,
17925,BT,ben,0,Bengali,Bengali,S,
17925,BT,npi,0,Nepali,Nepali,S,
18035,BT,npi,0,Nepali,Nepali,P,1691
18084,BT,asm,0,Assamese,Assamese,S,
18084,BT,ben,0,Bengali,Bengali,P,
18084,BT,urd,0,Urdu,Urdu,S,
18087,BT,sdp,0,Sherdukpen,Sherdukpen,P,252
18212,BT,npi,0,Nepali,Nepali,P,
18212,BT,taj,0,"Tamang, Eastern","Tamang, Eastern",S,
18359,BT,lhp,0,Lhokpu,Lhokpu,P,3613
18386,BT,adi,0,Adi,Adi,P,2878
18909,BT,tgf,0,Chalikha,Chalikha,P,1862
19198,BT,bap,0,Bantawa,Bantawa,P,
19198,BT,npi,0,Nepali,Nepali,S,
19198,BT,ola,0,Walungge,Walungge,S,
19267,BT,dzl,0,Dzalakha,Dzalakha,P,17388
19268,BT,cgk,0,Chocangacakha,Chocangacakha,P,21172
19269,BT,npb,0,Nupbikha,Nupbikha,P,3140
19270,BT,neh,0,Nyenkha,Nyenkha,P,13182
19588,BT,lkh,0,Lakha,Lakha,P,11079
19656,BT,tsk,0,Tseku,Tseku,P,6863
19657,BT,lya,0,Layakha,Layakha,P,3633
19658,BT,luk,0,Lunanakha,Lunanakha,P,1268
20712,BT,dzo,0,Dzongkha,Dzongkha,P,92607
10375,BU,apc,0,"Arabic, Levantine","Arabic, Levantine",P,10559
10429,BU,hyw,0,"Armenian, Western","Armenian, Western",P,5290
10431,BU,rup,0,Aromanian,Aromanian,P,9405
10998,BU,bul,0,Bulgarian,Bulgarian,P,5484217
10999,BU,bul,0,Bulgarian,Bulgarian,P,265923
11458,BU,ces,0,Czech,Czech,P,8637
11798,BU,gag,9982,Gagauz,"Gagauz: Maritime Gagauz",P,4394
12525,BU,ell,10349,Greek,"Greek: Saracatsan",P,2292
13720,BU,tur,17816,Turkish,"Turkish: Danubian",P,84015
14278,BU,bul,8444,Bulgarian,"Bulgarian: Palityan",P,
14436,BU,bul,8445,Bulgarian,"Bulgarian: Pomak",P,63010
14570,BU,rmn,3403,"Romani, Balkan","Romani, Balkan: Zargari",P,89094
14598,BU,rus,16118,Russian,"Russian: South Russian",P,14175
18274,BU,tur,17816,Turkish,"Turkish: Danubian",P,
19007,BU,bqn,0,"Bulgarian Sign Language","Bulgarian Sign Language",P,
19007,BU,rsl,0,"Russian Sign Language","Russian Sign Language",S,
19229,BU,bul,0,Bulgarian,Bulgarian,P,1150
10772,BX,beg,0,Belait,Belait,P,1198
10973,BX,kxd,8382,Brunei,"Brunei: Brunei Malay",P,196674
11140,BX,eng,0,English,English,P,5423
11343,BX,mnp,0,"Chinese, Min Bei","Chinese, Min Bei",P,10302
11344,BX,nan,0,"Chinese, Min Nan","Chinese, Min Nan",P,11854
11393,BX,dtp,0,"Kadazan Dusun","Kadazan Dusun",P,20484
12051,BX,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,11978
12054,BX,hak,0,"Chinese, Hakka","Chinese, Hakka",P,2672
12057,BX,yue,0,"Chinese, Yue","Chinese, Yue",P,5604
12167,BX,iba,0,Iban,Iban,P,
12589,BX,bfg,0,"Kayan, Busang","Kayan, Busang",P,2226
12795,BX,kor,0,Korean,Korean,P,32858
12978,BX,bdr,7570,"Bajau, West Coast","Bajau, West Coast: Sandakan Bajau",P,10397
13317,BX,npi,0,Nepali,Nepali,P,2079
13437,BX,zlm,0,Malay,Malay,P,50429
13666,BX,mel,0,"Melanau, Central","Melanau, Central",P,504
14196,BX,sin,345,Sinhala,"Sinhala: Sinhalese",P,1306
14357,BX,pez,0,"Penan, Eastern","Penan, Eastern",P,67
15053,BX,lnd,0,Lundayeh,Lundayeh,P,643
15175,BX,tgl,0,Tagalog,Tagalog,P,10632
15662,BX,bsb,0,"Bisaya, Brunei","Bisaya, Brunei",P,42361
15665,BX,ttg,0,Tutong,Tutong,P,18405
18478,BX,cdo,0,"Chinese, Min Dong","Chinese, Min Dong",P,5333
19211,BX,hin,0,Hindi,Hindi,P,4145
12161,BY,run,0,Rundi,Rundi,P,12386680
15145,BY,swh,0,Swahili,Swahili,P,16052
15663,BY,run,0,Rundi,Rundi,P,2045147
15672,BY,kin,0,Kinyarwanda,Kinyarwanda,P,40811
19007,BY,lsb,0,"Burundian Sign Language","Burundian Sign Language",P,59366
19208,BY,eng,0,English,English,P,636
10131,CA,abe,0,"Abenaki, Western","Abenaki, Western",S,
10131,CA,fra,0,French,French,P,
10168,CA,afr,0,Afrikaans,Afrikaans,P,11142
10253,CA,alq,0,Algonquin,Algonquin,P,7571
10328,CA,eng,0,English,English,P,17686363
10348,CA,eng,0,English,English,P,1655
10375,CA,eng,0,English,English,P,70383
10376,CA,afb,0,"Arabic, Gulf","Arabic, Gulf",P,83195
10379,CA,arq,0,"Arabic, Algerian","Arabic, Algerian",P,72199
10429,CA,hyw,0,"Armenian, Western","Armenian, Western",P,34588
10462,CA,asb,4057,Assiniboine,"Assiniboine: Assiniboin",P,
10462,CA,eng,0,English,English,S,
10464,CA,aii,112,"Assyrian Neo-Aramaic","Assyrian Neo-Aramaic: Assyrian",P,40743
10478,CA,atj,0,Atikamekw,Atikamekw,P,6874
10491,CA,bar,0,Bavarian,Bavarian,P,25538
10541,CA,bcr,0,Babine,Babine,P,3797
10566,CA,eng,0,English,English,P,603
10682,CA,eng,0,English,English,P,13086
10749,CA,bea,0,Beaver,Beaver,P,1738
10759,CA,ars,0,"Arabic, Najdi","Arabic, Najdi",P,5976
10780,CA,blc,0,"Bella Coola","Bella Coola",S,
10780,CA,eng,0,English,English,P,
10790,CA,ben,0,Bengali,Bengali,P,78408
10839,CA,jdt,0,Judeo-Tat,Judeo-Tat,P,2199
10893,CA,bla,0,Blackfoot,Blackfoot,P,19645
10953,CA,bos,0,Bosnian,Bosnian,P,97572
10973,CA,kxd,8382,Brunei,"Brunei: Brunei Malay",P,5394
10998,CA,bul,0,Bulgarian,Bulgarian,P,20006
11029,CA,mya,0,Burmese,Burmese,P,5990
11065,CA,bel,0,Belarusian,Belarusian,P,5719
11069,CA,kea,0,Kabuverdianu,Kabuverdianu,P,4326
11104,CA,crx,0,Carrier,Carrier,P,1771
11113,CA,cay,0,Cayuga,Cayuga,P,4041
11122,CA,crm,0,"Cree, Moose","Cree, Moose",P,8055
11140,CA,eng,0,English,English,P,594447
11141,CA,eng,0,English,English,P,4144
11157,CA,ekk,0,"Estonian, Standard","Estonian, Standard",P,7504
11200,CA,fij,0,Fijian,Fijian,P,9960
11205,CA,fin,0,Finnish,Finnish,P,30265
11217,CA,vls,0,"West Flemish","West Flemish",P,9832
11235,CA,crg,0,Michif,Michif,P,743
11277,CA,tha,0,Thai,Thai,P,20383
11334,CA,clc,0,Chilcotin,Chilcotin,P,4842
11335,CA,spa,0,Spanish,Spanish,P,19099
11344,CA,nan,0,"Chinese, Min Nan","Chinese, Min Nan",P,33804
11345,CA,wuu,0,"Chinese, Wu","Chinese, Wu",P,13954
11348,CA,chn,0,"Chinook Wawa","Chinook Wawa",S,
11348,CA,eng,0,English,English,P,
11351,CA,chp,1308,Dene,"Dene: Chipewyan",P,
11351,CA,eng,0,English,English,S,
11404,CA,spa,0,Spanish,Spanish,P,61877
11413,CA,coo,0,Comox,Comox,P,2114
11431,CA,ojb,0,"Ojibwa, Northwestern","Ojibwa, Northwestern",P,26196
11432,CA,csw,0,"Cree, Swampy","Cree, Swampy",P,8055
11433,CA,cwd,0,"Cree, Woods","Cree, Woods",P,85494
11437,CA,hrv,0,Croatian,Croatian,P,57682
11440,CA,spa,0,Spanish,Spanish,P,7676
11457,CA,tur,0,Turkish,Turkish,P,6261
11458,CA,ces,0,Czech,Czech,P,24735
11477,CA,dak,0,Dakota,Dakota,P,1347
11496,CA,dan,0,Danish,Danish,P,34915
11540,CA,eng,0,English,English,P,157030
11590,CA,dgr,0,Tlicho,Tlicho,P,4189
11600,CA,spa,0,Spanish,Spanish,P,8400
11659,CA,nld,0,Dutch,Dutch,P,320418
11689,CA,crl,0,"Cree, Northern East","Cree, Northern East",P,7144
11701,CA,ojg,0,"Ojibwa, Eastern","Ojibwa, Eastern",P,34524
11713,CA,spa,0,Spanish,Spanish,P,12607
11722,CA,arz,0,"Arabic, Egyptian","Arabic, Egyptian",P,38965
11765,CA,fra,0,French,French,P,8173063
11769,CA,fuf,0,Pular,Pular,P,5360
11870,CA,gsw,0,"German, Swiss","German, Swiss",P,28566
11871,CA,deu,0,"German, Standard","German, Standard",P,634992
11880,CA,aln,0,"Albanian, Gheg","Albanian, Gheg",P,
11880,CA,als,0,"Albanian, Tosk","Albanian, Tosk",S,
11905,CA,git,0,Gitxsan,Gitxsan,P,8458
11942,CA,ell,0,Greek,Greek,P,157773
11963,CA,spa,0,Spanish,Spanish,P,13312
11982,CA,guj,0,Gujarati,Gujarati,P,294800
12013,CA,gyn,0,"Guyanese Creole","Guyanese Creole",P,38258
12032,CA,eng,0,English,English,P,
12032,CA,hdn,124,"Haida, Northern","Haida, Northern: Haida",S,
12034,CA,has,0,Haisla,Haisla,P,1870
12035,CA,hat,0,"Haitian Creole","Haitian Creole",P,121147
12043,CA,hur,0,Halkomelem,Halkomelem,P,22132
12054,CA,hak,340,"Chinese, Hakka","Chinese, Hakka: Hakka",P,11588
12057,CA,yue,0,"Chinese, Yue","Chinese, Yue",P,731161
12076,CA,haz,0,Hazaragi,Hazaragi,P,10632
12080,CA,hei,0,Heiltsuk,Heiltsuk,P,2818
12102,CA,hil,0,Hiligaynon,Hiligaynon,P,7443
12106,CA,hin,0,Hindi,Hindi,P,309872
12121,CA,spa,0,Spanish,Spanish,P,5166
12155,CA,hun,0,Hungarian,Hungarian,P,89640
12161,CA,run,0,Rundi,Rundi,P,5048
12174,CA,isl,0,Icelandic,Icelandic,P,10168
12212,CA,ilo,0,Ilocano,Ilocano,P,21704
12213,CA,mfe,0,Morisyen,Morisyen,P,2920
12217,CA,tzm,0,"Tamazight, Central Atlas","Tamazight, Central Atlas",P,13314
12234,CA,crj,0,"Cree, Southern East","Cree, Southern East",P,9832
12238,CA,ike,0,"Inuktitut, Eastern Canadian","Inuktitut, Eastern Canadian",P,39094
12247,CA,acm,0,"Arabic, Mesopotamian","Arabic, Mesopotamian",P,76049
12254,CA,gle,0,Irish,Irish,P,8461
12256,CA,eng,0,English,English,P,534739
12267,CA,heb,0,Hebrew,Hebrew,P,22683
12273,CA,ita,0,Italian,Italian,P,672822
12316,CA,jam,0,"Jamaican English Creole","Jamaican English Creole",P,5092
12322,CA,jpn,0,Japanese,Japanese,P,94019
12347,CA,eng,0,English,English,P,101484
12348,CA,eng,0,English,English,P,
12348,CA,rus,0,Russian,Russian,S,
12368,CA,apc,0,"Arabic, Levantine","Arabic, Levantine",P,15279
12374,CA,aju,0,"Arabic, Judeo-Moroccan","Arabic, Judeo-Moroccan",P,5360
12399,CA,kab,0,Kabyle,Kabyle,P,19165
12486,CA,kan,0,Kannada,Kannada,P,19201
12559,CA,csb,0,Kashubian,Kashubian,P,10817
12562,CA,kkz,0,Kaska,Kaska,P,602
12662,CA,khm,0,Khmer,Khmer,P,23470
12700,CA,vie,0,Vietnamese,Vietnamese,P,175243
12776,CA,ktu,0,"Kituba (Democratic Republic of the Congo)","Kituba (Democratic Republic of the Congo)",P,22126
12795,CA,kor,0,Korean,Korean,P,171797
12877,CA,kmr,0,"Kurdish, Northern","Kurdish, Northern",P,7788
12888,CA,gwi,0,Gwich'in,Gwich'in,P,2349
12890,CA,kut,0,Kutenai,Kutenai,P,1278
12902,CA,kwk,0,Kwakwala,Kwakwala,P,8517
12958,CA,lkt,0,Lakota,Lakota,P,2781
12989,CA,lao,0,Lao,Lao,P,14447
13007,CA,lvs,0,"Latvian, Standard","Latvian, Standard",P,8117
13017,CA,apc,0,"Arabic, Levantine","Arabic, Levantine",P,160835
13064,CA,lil,0,Lillooet,Lillooet,P,7424
13077,CA,lit,0,Lithuanian,Lithuanian,P,11627
13169,CA,ayl,0,"Arabic, Libyan","Arabic, Libyan",P,5915
13186,CA,mkd,0,Macedonian,Macedonian,P,18956
13247,CA,nsk,0,Naskapi,Naskapi,P,732
13249,CA,ncg,0,Nisga'a,Nisga'a,P,6044
13317,CA,npi,0,Nepali,Nepali,P,8792
13391,CA,spa,0,Spanish,Spanish,P,7096
13430,CA,plt,13387,"Malagasy, Merina","Malagasy, Merina: Malagasy",P,1625
13460,CA,mlt,0,Maltese,Maltese,P,13717
13677,CA,pdt,0,Plautdietsch,Plautdietsch,P,137190
13697,CA,spa,0,Spanish,Spanish,P,49725
13708,CA,mic,0,Mi'kmaq,Mi'kmaq,P,18928
13764,CA,moh,0,Mohawk,Mohawk,P,31707
13797,CA,moe,0,Innu,Innu,P,13586
13800,CA,aig,0,"Leeward Caribbean English Creole","Leeward Caribbean English Creole",P,261
13819,CA,ary,0,"Arabic, Moroccan","Arabic, Moroccan",P,111448
13862,CA,aig,0,"Leeward Caribbean English Creole","Leeward Caribbean English Creole",P,1555
13972,CA,eng,0,English,English,P,
13972,CA,nuk,0,Nuu-chah-nulth,Nuu-chah-nulth,S,
13976,CA,esi,0,"Inupiatun, North Alaskan","Inupiatun, North Alaskan",P,8060
14045,CA,nor,0,Norwegian,Norwegian,P,49053
14132,CA,oka,0,Okanagan,Okanagan,P,5765
14161,CA,one,0,Oneida,Oneida,P,3706
14167,CA,ono,0,Onondaga,Onondaga,P,45
14196,CA,sin,345,Sinhala,"Sinhala: Sinhalese",P,21446
14202,CA,rmo,0,"Romani, Sinte","Romani, Sinte",P,1141
14256,CA,pbu,0,"Pashto, Northern","Pashto, Northern",P,50189
14276,CA,apc,0,"Arabic, Levantine","Arabic, Levantine",P,48056
14322,CA,eng,0,English,English,P,8136
14332,CA,pqm,0,Malecite-Passamaquoddy,Malecite-Passamaquoddy,P,2417
14364,CA,deu,0,"German, Standard","German, Standard",S,
14364,CA,eng,0,English,English,S,
14364,CA,pdc,0,"German, Pennsylvania","German, Pennsylvania",P,
14371,CA,pes,0,"Persian, Iranian","Persian, Iranian",P,154958
14373,CA,spa,0,Spanish,Spanish,P,19042
14431,CA,pol,0,Polish,Polish,P,272838
14449,CA,por,0,Portuguese,Portuguese,P,278606
14452,CA,pot,0,Potawatomi,Potawatomi,P,5843
14483,CA,pan,761,"Punjabi, Eastern","Punjabi, Eastern: Punjabi",P,302368
14571,CA,ron,0,Romanian,Romanian,P,92373
14598,CA,rus,0,Russian,Russian,P,119424
14600,CA,rus,0,Russian,Russian,P,107224
14605,CA,kin,0,Kinyarwanda,Kinyarwanda,P,5463
14667,CA,spa,0,Spanish,Spanish,P,46919
14715,CA,ayn,0,"Arabic, Sanaani","Arabic, Sanaani",P,7125
14772,CA,eng,0,English,English,P,
14772,CA,srs,0,Sarsi,Sarsi,S,
14801,CA,gla,0,"Scottish Gaelic","Scottish Gaelic",P,1158
14808,CA,eng,0,English,English,P,
14808,CA,sec,0,Sechelt,Sechelt,S,
14820,CA,eng,0,English,English,P,
14820,CA,sek,0,Sekani,Sekani,S,
14851,CA,see,0,Seneca,Seneca,P,992
14864,CA,srp,0,Serbian,Serbian,P,52499
14879,CA,crs,0,"Seychelles French Creole","Seychelles French Creole",P,597
14925,CA,shs,0,Shuswap,Shuswap,P,10973
14961,CA,xsl,0,"Slavey, South","Slavey, South",P,4942
14962,CA,slk,0,Slovak,Slovak,P,21284
14964,CA,slv,0,Slovene,Slovene,P,15456
14983,CA,som,0,Somali,Somali,P,107224
14996,CA,snk,0,Soninke,Soninke,P,5360
15038,CA,caf,0,"Carrier, Southern","Carrier, Southern",P,2292
15077,CA,spa,0,Spanish,Spanish,P,74099
15083,CA,eng,0,English,English,P,
15083,CA,squ,0,Squamish,Squamish,S,
15086,CA,acf,0,"Lesser Antillean French Creole","Lesser Antillean French Creole",P,3622
15089,CA,sto,0,Stoney,Stoney,P,4854
15090,CA,eng,0,English,English,P,
15090,CA,str,0,"Northern Straits Salish","Northern Straits Salish",S,
15104,CA,apd,0,"Arabic, Sudanese","Arabic, Sudanese",P,14167
15148,CA,swe,0,Swedish,Swedish,P,29029
15152,CA,apc,0,"Arabic, Levantine","Arabic, Levantine",P,82609
15153,CA,eng,0,English,English,P,
15153,CA,fra,0,French,French,S,
15175,CA,tgl,0,Tagalog,Tagalog,P,563788
15184,CA,tht,0,Tahltan,Tahltan,P,2737
15284,CA,tat,0,Tatar,Tatar,P,5174
15362,CA,crk,194,"Cree, Plains","Cree, Plains: Cree, Western",P,85377
15380,CA,ojw,0,"Ojibwa, Western","Ojibwa, Western",P,80732
15414,CA,wol,0,Wolof,Wolof,P,8043
15429,CA,eng,0,English,English,P,1788
15465,CA,thp,0,Thompson,Thompson,P,6834
15468,CA,bod,0,"Tibetan, Central","Tibetan, Central",P,10191
15482,CA,tig,0,Tigre,Tigre,P,12571
15512,CA,tli,0,Tlingit,Tlingit,P,448
15578,CA,eng,0,English,English,P,28394
15594,CA,tsi,0,Tsimshian,Tsimshian,P,7659
15641,CA,aeb,0,"Arabic, Tunisian","Arabic, Tunisian",P,27498
15659,CA,ttm,0,"Tutchone, Northern","Tutchone, Northern",P,1375
15660,CA,tce,0,"Tutchone, Southern","Tutchone, Southern",P,1919
15675,CA,geh,0,Hutterisch,Hutterisch,P,40452
15696,CA,ukr,0,Ukrainian,Ukrainian,P,307251
15720,CA,tau,0,"Tanana, Upper","Tanana, Upper",P,41
15727,CA,urd,0,Urdu,Urdu,P,155472
15741,CA,eng,0,English,English,P,354627
15782,CA,spa,0,Spanish,Spanish,P,7647
15794,CA,svc,0,"Vincentian English Creole","Vincentian English Creole",P,5871
15799,CA,ceb,0,Cebuano,Cebuano,P,21525
15905,CA,cym,0,Welsh,Welsh,P,32036
15919,CA,eng,0,English,English,P,15869
16842,CA,gom,0,"Konkani, Goan","Konkani, Goan",P,1855
17433,CA,mal,0,Malayalam,Malayalam,P,20289
17571,CA,pnb,0,"Punjabi, Western","Punjabi, Western",P,118674
18084,CA,ben,0,Bengali,Bengali,P,32510
18211,CA,tam,0,Tamil,Tamil,P,29152
18274,CA,tur,0,Turkish,Turkish,P,68573
18777,CA,pan,0,"Punjabi, Eastern","Punjabi, Eastern",P,134029
18859,CA,azb,0,"Azerbaijani, South","Azerbaijani, South",P,25102
18983,CA,otw,0,Ottawa,Ottawa,P,72018
18984,CA,ojc,0,"Ojibwa, Central","Ojibwa, Central",P,9603
19005,CA,fra,0,French,French,P,30887
19007,CA,ase,0,"American Sign Language","American Sign Language",P,
19007,CA,fcs,0,"Quebec Sign Language","Quebec Sign Language",S,
19007,CA,iks,0,"Inuit Sign Language","Inuit Sign Language",S,
19007,CA,nsr,0,"Maritime Sign Language","Maritime Sign Language",S,
19007,CA,psd,0,"Plains Indian Sign Language","Plains Indian Sign Language",S,
19008,CA,ojs,0,Oji-Cree,Oji-Cree,P,11798
19205,CA,eng,0,English,English,P,50516
19206,CA,cmn,0,"Chinese, Mandarin","Chinese, Mandarin",P,
19206,CA,yue,0,"Chinese, Yue","Chinese, Yue",S,
19209,CA,spa,0,Spanish,Spanish,P,317404
19211,CA,hin,0,Hindi,Hindi,P,204217
19213,CA,swh,0,Swahili,Swahili,P,366714
19214,CA,eng,0,English,English,P,117561
19215,CA,eng,0,English,English,P,159870
19218,CA,srp,0,Serbian,Serbian,P,81385
19223,CA,por,0,Portuguese,Portuguese,P,8591
19241,CA,eng,0,English,English,P,
19241,CA,prs,0,Dari,Dari,S,
19314,CA,prs,0,Dari,Dari,P,62672
19344,CA,fra,0,French,French,P,9365
19416,CA,gcl,0,"Grenadian English Creole","Grenadian English Creole",P,8127
19659,CA,scs,0,"Slavey, North","Slavey, North",P,2104
20478,CA,eng,0,English,English,P,
20478,CA,haa,0,Han,Han,S,
20539,CA,dtd,0,Ditidaht,Ditidaht,S,
20539,CA,eng,0,English,English,P,
20653,CA,ikt,0,Inuinnaqtun,Inuinnaqtun,P,47532
20784,CA,ymm,0,Maay,Maay,P,6433
20947,CA,eng,0,English,English,P,
20947,CA,tgx,0,Tagish,Tagish,S,
20953,CA,eng,0,English,English,P,
20953,CA,umu,0,Munsee,Munsee,S,
22663,CA,eng,0,English,English,P,
22663,CA,ydd,0,"Yiddish, Eastern","Yiddish, Eastern",S,
22664,CA,eng,0,English,English,P,
22664,CA,ydd,0,"Yiddish, Eastern","Yiddish, Eastern",S,
10960,CB,brb,0,Brao,Brao,P,11895
11029,CB,mya,0,Burmese,Burmese,P,5621
11129,CB,cmo,0,"Mnong, Central","Mnong, Central",P,
11129,CB,khm,0,Khmer,Khmer,S,
11129,CB,mng,0,"Mnong, Eastern","Mnong, Eastern",S,
11129,CB,mnn,0,"Mnong, Southern","Mnong, Southern",S,
11164,CB,fra,0,French,French,P,15200
11254,CB,krr,0,Krung,Krung,P,27266
11344,CB,nan,0,"Chinese, Min Nan","Chinese, Min Nan",P,235650
11366,CB,cog,0,Chong,Chong,P,1722
12053,CB,hnm,0,Hainanese,Hainanese,P,14950
12054,CB,hak,0,"Chinese, Hakka","Chinese, Hakka",P,8750
12055,CB,nan,0,"Chinese, Min Nan","Chinese, Min Nan",P,10114
12326,CB,jra,0,Jarai,Jarai,P,27399
12662,CB,khm,0,Khmer,Khmer,P,15790580
12700,CB,vie,0,Vietnamese,Vietnamese,P,880590
12795,CB,kor,0,Korean,Korean,P,12782
12835,CB,khm,0,Khmer,Khmer,S,
12835,CB,rka,0,Kraol,Kraol,P,
12836,CB,krv,12343,Kavet,"Kavet: Kravet",P,8956
12989,CB,lao,0,Lao,Lao,P,
13437,CB,zlm,0,Malay,Malay,P,18742
14351,CB,khm,0,Khmer,Khmer,S,
14351,CB,pcb,0,Pear,Pear,P,
14379,CB,phu,0,Phuan,Phuan,P,2583
14679,CB,khm,0,Khmer,Khmer,P,275
14754,CB,khm,0,Khmer,Khmer,P,
14754,CB,scq,0,"Chung (Cambodia)","Chung (Cambodia)",S,
14986,CB,smu,0,Somray,Somray,P,5588
15088,CB,khm,0,Khmer,Khmer,S,
15088,CB,sti,0,"Stieng, Bulo","Stieng, Bulo",P,
15126,CB,syo,0,Su’ung,Su’ung,P,1792
15239,CB,tpu,0,Tampuan,Tampuan,P,40830
15361,CB,cja,0,"Cham, Western","Cham, Western",P,
15361,CB,cjm,0,"Cham, Eastern","Cham, Eastern",S,
15361,CB,khm,0,Khmer,Khmer,S,
18381,CB,xkk,0,Kachok,Kachok,P,6115
18503,CB,ind,0,Indonesian,Indonesian,P,101137
18986,CB,rka,0,Kraol,Kraol,P,815
18987,CB,hkn,0,Mel-Khaonh,Mel-Khaonh,P,3671
18988,CB,khm,0,Khmer,Khmer,P,302524
18993,CB,khm,0,Khmer,Khmer,P,6318
19055,CB,kdt,0,Kuay,Kuay,P,
19055,CB,khm,0,Khmer,Khmer,S,
19119,CB,rad,0,Rade,Rade,P,3397
19208,CB,eng,0,English,English,P,2509
